,customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy_level,renew_offer_type,sales_channel,vehicle_class,vehicle_size,number_of_open_complaints,number_of_policies
177,IS12901,Arizona,No,Basic,Bachelor,2011-01-27,Employed,F,Urban,Married,Personal Auto,3,Offer2,Call Center,Two-Door Car,Medsize,0,8
178,IX37561,Washington,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Single,Personal Auto,3,Offer3,Web,Two-Door Car,Medsize,0,7
179,HH90090,California,No,Basic,Bachelor,2011-01-23,Employed,F,Suburban,Divorced,Personal Auto,2,Offer2,Call Center,Sports Car,Small,0,1
180,IU25463,California,No,Premium,Bachelor,2011-02-18,Unemployed,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,1,2
181,KC11055,Nevada,No,Extended,Bachelor,2011-01-24,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Branch,Luxury Car,Medsize,2,4
182,PD33979,Oregon,No,Basic,High School or Below,2011-02-18,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Branch,Four-Door Car,Large,0,3
183,NK71023,Nevada,No,Extended,Bachelor,2011-01-19,Employed,M,Suburban,Single,Personal Auto,2,Offer4,Agent,Four-Door Car,Small,0,2
184,AB13432,California,No,Basic,Bachelor,2011-01-04,Unemployed,M,Suburban,Single,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,1
185,OZ97704,California,No,Basic,High School or Below,2011-02-07,Employed,F,Suburban,Single,Personal Auto,3,Offer3,Call Center,SUV,Small,4,2
186,UF46533,California,No,Basic,College,2011-01-30,Employed,F,Suburban,Single,Corporate Auto,3,Offer2,Branch,SUV,Medsize,0,1
187,XP47431,Arizona,Yes,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Married,Personal Auto,1,Offer2,Agent,SUV,Medsize,0,1
188,GK73582,California,No,Extended,Bachelor,2011-01-13,Employed,F,Urban,Single,Personal Auto,1,Offer3,Branch,Four-Door Car,Medsize,0,1
189,RV98763,Oregon,No,Extended,College,2011-02-08,Employed,M,Urban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,2,7
190,II62831,California,No,Basic,Master,2011-01-29,Employed,M,Urban,Married,Special Auto,2,Offer4,Web,SUV,Medsize,1,1
191,XK33449,California,No,Basic,High School or Below,2011-02-05,Unemployed,F,Suburban,Single,Special Auto,3,Offer4,Branch,Two-Door Car,Small,0,1
192,TR85083,California,No,Basic,Bachelor,2011-01-20,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Branch,Two-Door Car,Medsize,1,1
193,EO95328,Oregon,No,Basic,Bachelor,2011-01-27,Employed,F,Suburban,Married,Personal Auto,2,Offer4,Agent,Two-Door Car,Small,3,2
194,EN21086,Arizona,No,Basic,High School or Below,2011-01-09,Unemployed,F,Suburban,Divorced,Personal Auto,2,Offer1,Branch,Four-Door Car,Small,0,2
195,YL83902,Washington,No,Extended,Bachelor,2011-01-11,Employed,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Small,0,1
196,AZ62651,Oregon,No,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Single,Corporate Auto,3,Offer4,Web,Luxury SUV,Medsize,0,1
197,ZW25874,Oregon,No,Basic,Bachelor,2011-02-16,Employed,M,Rural,Single,Special Auto,3,Offer1,Branch,Four-Door Car,Medsize,2,1
198,EH41854,Washington,No,Extended,High School or Below,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,1,Offer3,Branch,Two-Door Car,Medsize,1,2
199,MW70227,California,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Personal Auto,1,Offer1,Branch,Four-Door Car,Medsize,1,4
200,SL22297,California,No,Premium,Master,2011-01-21,Disabled,F,Suburban,Single,Personal Auto,1,Offer1,Call Center,SUV,Medsize,0,3
201,RV14138,Nevada,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Personal Auto,3,Offer1,Agent,SUV,Medsize,3,1
202,UO62808,Arizona,No,Basic,High School or Below,2011-02-04,Employed,F,Suburban,Married,Corporate Auto,1,Offer2,Call Center,Four-Door Car,Medsize,0,1
203,ZX64745,California,No,Basic,College,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,7
204,FL34139,California,No,Basic,High School or Below,2011-02-03,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Call Center,Four-Door Car,Medsize,3,7
205,TS11219,California,No,Basic,College,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,SUV,Medsize,0,2
206,XX12304,California,No,Basic,College,2011-01-09,Employed,F,Urban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Medsize,0,1
207,SD64087,California,No,Premium,College,2011-01-19,Employed,M,Suburban,Married,Corporate Auto,2,Offer1,Branch,SUV,Small,0,3
208,OY38576,Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Divorced,Corporate Auto,3,Offer2,Agent,SUV,Medsize,0,3
209,BG76355,Washington,No,Extended,Bachelor,2011-01-31,Employed,F,Rural,Married,Personal Auto,3,Offer3,Web,Four-Door Car,Medsize,0,3
210,IP66913,California,No,Extended,High School or Below,2011-01-11,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Two-Door Car,Small,0,1
211,LE95702,California,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Special Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,5
212,KX54357,Washington,No,Extended,College,2011-01-22,Employed,M,Urban,Married,Corporate Auto,3,Offer2,Web,Two-Door Car,Small,0,2
213,EZ78112,California,No,Basic,High School or Below,2011-02-24,Employed,F,Urban,Single,Special Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,3
214,XN16891,Arizona,No,Basic,College,2011-02-28,Employed,M,Suburban,Divorced,Personal Auto,1,Offer4,Agent,Four-Door Car,Small,0,1
215,XK31350,Oregon,No,Extended,College,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,1,Offer4,Call Center,Four-Door Car,Large,0,3
216,CC30924,Oregon,No,Premium,College,2011-02-26,Employed,M,Urban,Married,Corporate Auto,3,Offer4,Agent,Sports Car,Small,0,1
217,IT78748,Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Special Auto,3,Offer1,Agent,Two-Door Car,Small,0,6
218,KY33386,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,3,Offer1,Web,Sports Car,Medsize,0,3
219,CO44221,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Medsize,0,1
220,LK60013,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Personal Auto,2,Offer3,Branch,Four-Door Car,Medsize,0,3
221,DE21533,California,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Personal Auto,2,Offer1,Call Center,Four-Door Car,Medsize,0,8
222,YS94121,Nevada,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,1,Offer1,Call Center,Four-Door Car,Small,0,9
223,UK68427,Washington,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal Auto,3,Offer2,Branch,Two-Door Car,Small,0,7
224,TE49565,Oregon,No,Basic,College,2011-01-17,Disabled,F,Suburban,Married,Personal Auto,3,Offer2,Call Center,SUV,Small,0,2
225,RA88421,Oregon,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,0,5
226,KQ51983,Nevada,No,Basic,College,2011-02-24,Unemployed,M,Suburban,Single,Personal Auto,1,Offer1,Branch,Two-Door Car,Medsize,0,9
227,CD88896,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
228,YV22553,Arizona,No,Basic,High School or Below,2011-02-20,Employed,M,Urban,Married,Corporate Auto,3,Offer1,Agent,SUV,Small,2,9
229,WU14435,California,No,Basic,Bachelor,2011-02-19,Disabled,M,Suburban,Married,Corporate Auto,1,Offer1,Agent,Four-Door Car,Small,0,9
230,XV84099,Arizona,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,1,Offer1,Call Center,Four-Door Car,Medsize,0,5
231,RI24911,Arizona,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal Auto,3,Offer2,Agent,Two-Door Car,Medsize,0,2
232,KO26461,Arizona,No,Extended,High School or Below,2011-02-27,Employed,M,Urban,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,2
233,HI14283,Oregon,No,Premium,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,3,Offer1,Web,SUV,Small,0,1
234,PT50227,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,3,Offer3,Call Center,Two-Door Car,Medsize,0,8
235,BH36570,California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Branch,Two-Door Car,Small,0,8
236,TX17484,California,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Married,Personal Auto,2,Offer1,Web,Four-Door Car,Large,0,2
237,CT41158,Washington,No,Extended,College,2011-02-25,Employed,M,Urban,Divorced,Corporate Auto,1,Offer2,Branch,SUV,Large,0,3
238,AO87348,Washington,No,Basic,College,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Four-Door Car,Small,0,1
239,DE55857,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,Suburban,Single,Personal Auto,3,Offer2,Agent,Four-Door Car,Small,1,1
240,LF66923,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Corporate Auto,3,Offer2,Agent,Two-Door Car,Small,0,3
241,CN24514,Arizona,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,1,Offer3,Agent,Four-Door Car,Large,0,2
242,UW32074,Oregon,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate Auto,3,Offer1,Branch,Four-Door Car,Small,0,4
243,HP36979,California,No,Extended,College,2011-02-03,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Web,Two-Door Car,Large,5,5
244,PP40919,California,No,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Agent,Two-Door Car,Medsize,5,1
245,RO73268,California,No,Extended,Bachelor,2011-02-15,Disabled,M,Suburban,Divorced,Corporate Auto,2,Offer3,Agent,Two-Door Car,Medsize,0,1
246,HO61691,Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,1,Offer4,Agent,Four-Door Car,Medsize,0,3
247,BS13062,Arizona,No,Extended,High School or Below,2011-01-21,Unemployed,F,Suburban,Married,Personal Auto,2,Offer4,Call Center,Four-Door Car,Small,2,2
248,FO35655,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer1,Branch,Luxury SUV,Medsize,0,1
249,HR10526,California,No,Basic,Master,2011-01-25,Employed,M,Suburban,Married,Personal Auto,2,Offer1,Call Center,Four-Door Car,Medsize,0,2
250,IA63417,Arizona,No,Premium,High School or Below,2011-02-02,Retired,F,Suburban,Divorced,Personal Auto,3,Offer3,Web,Two-Door Car,Medsize,0,1
251,BH35016,Nevada,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Divorced,Personal Auto,3,Offer1,Call Center,Two-Door Car,Medsize,0,2
252,PK52952,Arizona,No,Basic,Doctor,2011-02-28,Employed,M,Suburban,Single,Personal Auto,3,Offer1,Call Center,SUV,Medsize,0,8
253,OD76309,Washington,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Personal Auto,3,Offer1,Agent,SUV,Small,1,3
254,IL28481,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,Offer4,Call Center,Four-Door Car,Large,0,3
255,GY55092,Nevada,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,3,Offer2,Agent,SUV,Medsize,0,1
256,UF33451,Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,4
257,CF15558,California,No,Basic,Master,2011-01-30,Employed,F,Urban,Married,Personal Auto,3,Offer2,Call Center,Two-Door Car,Small,1,4
258,JM62924,Washington,No,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,3,Offer3,Branch,Four-Door Car,Medsize,2,2
259,EM66435,Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Divorced,Corporate Auto,3,Offer1,Agent,Four-Door Car,Medsize,0,1
260,QX45933,California,No,Basic,Bachelor,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,1,Offer1,Agent,Four-Door Car,Small,0,2
261,JI71369,California,No,Basic,College,2011-02-22,Employed,F,Rural,Married,Personal Auto,1,Offer1,Web,Four-Door Car,Medsize,0,5
262,JU93290,Arizona,No,Basic,College,2011-01-16,Medical Leave,F,Suburban,Divorced,Personal Auto,2,Offer1,Web,Four-Door Car,Medsize,0,2
263,GU66096,Arizona,No,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,4
264,UC33108,California,No,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,1,Offer1,Agent,Four-Door Car,Small,0,6
265,LW93867,Oregon,No,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Corporate Auto,1,Offer1,Web,Four-Door Car,Medsize,0,4
266,OU78470,Arizona,No,Extended,Master,2011-02-27,Employed,F,Rural,Single,Corporate Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,2
267,XW90265,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal Auto,2,Offer1,Agent,Two-Door Car,Small,0,8
268,HS67749,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Corporate Auto,1,Offer4,Agent,Four-Door Car,Medsize,0,3
269,VZ51506,Arizona,No,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Corporate Auto,3,Offer2,Call Center,Sports Car,Medsize,0,1
270,UI64281,Nevada,No,Basic,Master,2011-01-26,Medical Leave,F,Rural,Married,Personal Auto,3,Offer1,Call Center,Two-Door Car,Medsize,0,2
271,AE98193,Washington,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,1,Offer1,Branch,SUV,Medsize,0,7
272,AZ74055,Oregon,No,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal Auto,3,Offer4,Call Center,Four-Door Car,Medsize,0,1
273,XS76911,Arizona,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,3,Offer1,Agent,Sports Car,Small,0,1
274,AY40674,Washington,No,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal Auto,2,Offer2,Agent,SUV,Medsize,4,1
275,NA12740,Oregon,No,Basic,Master,2011-02-10,Disabled,M,Rural,Married,Special Auto,3,Offer1,Web,Two-Door Car,Medsize,0,3
276,UA84837,Arizona,No,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Corporate Auto,2,Offer1,Branch,Four-Door Car,Medsize,0,5
277,DJ51510,Arizona,No,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal Auto,3,Offer3,Agent,Four-Door Car,Medsize,0,4
278,VM58985,California,No,Extended,College,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,3,Offer3,Branch,Two-Door Car,Medsize,2,2
279,OH60605,Oregon,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Branch,Two-Door Car,Medsize,0,1
280,UO98052,Nevada,No,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Personal Auto,2,Offer1,Web,Four-Door Car,Medsize,0,5
281,NC53424,California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal Auto,2,Offer4,Web,Two-Door Car,Medsize,4,3
282,LQ13873,Nevada,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Agent,Four-Door Car,Small,1,6
283,LA97014,Washington,No,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Personal Auto,1,Offer1,Agent,Two-Door Car,Medsize,1,1
284,NB79936,Washington,No,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal Auto,2,Offer1,Branch,Two-Door Car,Medsize,0,3
285,NT89061,Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Call Center,Four-Door Car,Medsize,0,3
286,AF10970,Arizona,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate Auto,3,Offer1,Call Center,Four-Door Car,Medsize,0,3
287,ZG48513,California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal Auto,2,Offer1,Agent,Four-Door Car,Medsize,0,7
288,JQ59145,California,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,1,Offer1,Agent,Sports Car,Medsize,1,5
289,FE84989,Washington,No,Basic,College,2011-01-09,Employed,M,Urban,Married,Personal Auto,2,Offer2,Call Center,Four-Door Car,Large,0,5
290,JT52858,Oregon,No,Premium,Bachelor,2011-01-10,Employed,F,Suburban,Married,Personal Auto,1,Offer3,Branch,Four-Door Car,Medsize,1,8
291,MC62068,California,No,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal Auto,2,Offer4,Agent,Four-Door Car,Large,0,3
292,EU27538,Oregon,No,Extended,Master,2011-01-25,Employed,M,Rural,Married,Personal Auto,3,Offer1,Branch,Luxury Car,Medsize,0,8
293,RH42306,Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Corporate Auto,2,Offer3,Web,Four-Door Car,Small,0,3
294,US23612,Oregon,No,Premium,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal Auto,2,Offer1,Call Center,Two-Door Car,Large,0,6
295,WV76014,Arizona,No,Basic,Doctor,2011-01-16,Employed,M,Rural,Single,Special Auto,2,Offer2,Branch,Four-Door Car,Medsize,0,1
296,RK96223,California,No,Basic,College,2011-01-22,Employed,M,Suburban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,1,2
297,MF82000,Washington,No,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Special Auto,2,Offer2,Branch,Four-Door Car,Medsize,2,1
298,FM46980,Arizona,No,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Small,0,9
299,SY56792,Oregon,No,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Corporate Auto,3,Offer3,Web,Four-Door Car,Medsize,0,8
300,RF61565,California,No,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
301,IM94808,Nevada,No,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate Auto,3,Offer4,Web,Four-Door Car,Medsize,0,8
302,VI14730,Oregon,Yes,Basic,High School or Below,2011-02-04,Retired,M,Suburban,Married,Personal Auto,2,Offer1,Web,Sports Car,Medsize,1,9
303,YR34119,Washington,No,Basic,College,2011-02-02,Employed,F,Rural,Married,Personal Auto,1,Offer1,Agent,SUV,Small,0,2
304,RR77985,Oregon,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,1,Offer1,Call Center,Four-Door Car,Medsize,0,1
305,VC22097,Washington,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate Auto,3,Offer1,Agent,SUV,Medsize,0,4
306,WV17090,California,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Married,Corporate Auto,1,Offer2,Call Center,SUV,Medsize,0,2
307,TM23514,Oregon,No,Extended,College,2011-01-01,Employed,M,Urban,Single,Personal Auto,3,Offer3,Web,SUV,Medsize,0,3
308,MQ68407,Oregon,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
309,GJ59592,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Corporate Auto,2,Offer2,Call Center,Four-Door Car,Small,0,6
310,FY56083,Oregon,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Personal Auto,2,Offer1,Agent,Four-Door Car,Small,1,6
311,UA94723,Oregon,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,3,Offer1,Agent,SUV,Medsize,0,1
312,FW91032,California,No,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Corporate Auto,2,Offer4,Agent,Four-Door Car,Medsize,0,6
313,DE34457,Oregon,No,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Personal Auto,3,Offer3,Call Center,SUV,Small,0,3
314,HD32044,Oregon,No,Premium,Master,2011-01-25,Employed,F,Suburban,Divorced,Corporate Auto,3,Offer1,Branch,Four-Door Car,Medsize,2,3
315,HH30454,Oregon,No,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,3,Offer3,Branch,SUV,Medsize,0,2
316,AH84063,Oregon,No,Extended,College,2011-02-18,Employed,F,Rural,Married,Corporate Auto,3,Offer3,Call Center,SUV,Medsize,4,1
317,QA17596,California,No,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal Auto,3,Offer2,Agent,Two-Door Car,Small,0,1
318,XI41052,California,No,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal Auto,2,Offer3,Call Center,SUV,Medsize,0,1
319,DI30528,California,Yes,Basic,Master,2011-01-03,Employed,F,Rural,Married,Personal Auto,3,Offer2,Web,Four-Door Car,Large,1,1
320,SC66359,Arizona,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Corporate Auto,3,Offer4,Agent,SUV,Small,0,1
321,EN61670,Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Personal Auto,1,Offer2,Branch,Four-Door Car,Medsize,0,7
322,DQ10761,Oregon,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Corporate Auto,3,Offer1,Branch,Four-Door Car,Medsize,1,1
323,BQ51587,California,No,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,2,Offer2,Call Center,Four-Door Car,Medsize,0,5
324,JE21522,California,No,Extended,Bachelor,2011-02-26,Employed,M,Suburban,Married,Personal Auto,2,Offer4,Branch,Four-Door Car,Medsize,0,2
325,WS47147,California,Yes,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Personal Auto,3,Offer1,Branch,SUV,Medsize,0,2
326,ZA64638,Nevada,No,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,2,Offer2,Web,Four-Door Car,Small,1,2
327,EW38459,Nevada,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Corporate Auto,1,Offer2,Web,Four-Door Car,Medsize,0,1
328,QW87316,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Personal Auto,2,Offer2,Agent,Four-Door Car,Medsize,0,1
329,IC43478,California,No,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Personal Auto,1,Offer1,Call Center,Two-Door Car,Medsize,0,2
330,TE34064,California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal Auto,3,Offer2,Agent,Four-Door Car,Medsize,0,1
331,WU60905,California,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Corporate Auto,1,Offer3,Web,SUV,Medsize,0,9
332,YM18992,California,No,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Personal Auto,1,Offer1,Agent,Two-Door Car,Medsize,0,1
